,ta,tw
2004-03-01,-3.978,1.11
2004-03-02,-3.698,1.1
2004-03-03,-3.733,1.07
2004-03-04,-3.492,1.05
2004-03-05,-3.517,1.03
2004-03-06,-3.165,0.99
2004-03-07,-2.487,0.98
2004-03-08,-2.058,0.98
2004-03-09,-1.508,0.99
2004-03-10,-2.266,0.99
2004-03-11,-2.332,0.95
2004-03-12,-2.329,0.92
2004-03-13,-2.165,0.91
2004-03-14,-1.282,0.92
2004-03-15,-1.336,0.93
2004-03-16,-1.833,0.95
2004-03-17,-1.481,0.98
2004-03-18,-0.942,1.0
2004-03-19,-1.005,1.02
2004-03-20,-0.816,1.03
2004-03-21,-0.024,1.04
2004-03-22,0.522,1.06
2004-03-23,-0.063,1.16
2004-03-24,-0.295,1.22
2004-03-25,0.383,1.29
2004-03-26,1.24,1.4
2004-03-27,0.889,1.78
2004-03-28,0.867,1.85
2004-03-29,1.022,1.88
2004-03-30,0.557,1.88
2004-03-31,0.269,1.84
2004-04-01,0.959,1.86
2004-04-02,0.926,1.98
2004-04-03,0.972,2.19
2004-04-04,0.881,2.78
2004-04-05,1.91,3.42
2004-04-06,2.195,3.33
2004-04-07,2.538,2.91
2004-04-08,2.47,2.63
2004-04-09,3.046,2.39
2004-04-10,2.844,2.26
2004-04-11,2.264,2.19
2004-04-12,2.107,2.11
2004-04-13,3.225,2.04
2004-04-14,3.357,2.09
2004-04-15,4.023,2.16
2004-04-16,3.56,2.08
2004-04-17,3.566,2.04
2004-04-18,4.141,2.03
2004-04-19,4.339,2.03
2004-04-20,4.338,2.0
2004-04-21,4.583,1.98
2004-04-22,3.808,1.95
2004-04-23,3.569,2.0
2004-04-24,4.582,2.14
2004-04-25,4.724,2.16
2004-04-26,4.791,2.16
2004-04-27,5.314,2.23
2004-04-28,5.795,2.34
2004-04-29,6.09,2.37
2004-04-30,5.909,2.36
2004-05-01,5.401,2.39
2004-05-02,5.846,2.42
2004-05-03,6.812,2.47
2004-05-04,7.703,2.43
2004-05-05,6.901,2.41
2004-05-06,6.185,2.5
2004-05-07,6.097,2.58
2004-05-08,6.075,2.69
2004-05-09,6.44,2.75
2004-05-10,6.602,2.78
2004-05-11,7.146,2.78
2004-05-12,6.859,2.87
2004-05-13,6.876,2.99
2004-05-14,7.346,3.12
2004-05-15,7.972,3.2
2004-05-16,7.984,3.18
2004-05-17,8.7,3.1
2004-05-18,8.814,3.05
2004-05-19,7.986,3.03
2004-05-20,7.48,3.16
2004-05-21,7.638,3.25
2004-05-22,8.778,3.26
2004-05-23,9.534,3.3
2004-05-24,10.112,3.41
2004-05-25,11.156,3.44
2004-05-26,10.932,3.45
2004-05-27,10.056,3.49
2004-05-28,9.714,3.51
2004-05-29,9.034,3.62
2004-05-30,9.883,3.81
2004-05-31,9.734,4.0
2004-06-01,10.746,4.16
2004-06-02,10.138,4.26
2004-06-03,9.701,4.33
2004-06-04,9.753,4.26
2004-06-05,11.193,4.21
2004-06-06,10.873,4.29
2004-06-07,11.304,4.37
2004-06-08,11.858,4.47
2004-06-09,12.164,4.53
2004-06-10,12.48,4.62
2004-06-11,12.115,4.73
2004-06-12,12.242,4.94
2004-06-13,12.382,5.14
2004-06-14,12.783,5.27
2004-06-15,12.957,5.31
2004-06-16,13.241,5.36
2004-06-17,13.675,5.36
2004-06-18,13.57,5.35
2004-06-19,13.682,5.23
2004-06-20,13.838,5.23
2004-06-21,14.668,5.34
2004-06-22,13.526,5.47
2004-06-23,12.535,5.5
2004-06-24,12.789,5.48
2004-06-25,12.778,5.5
2004-06-26,12.585,5.57
2004-06-27,13.473,5.65
2004-06-28,14.33,5.81
2004-06-29,14.046,6.08
2004-06-30,14.078,6.31
2004-07-01,10.696,6.42
2004-07-02,9.383,6.5
2004-07-03,15.242,6.68
2004-07-04,13.808,6.97
2004-07-05,6.596,7.3
2004-07-06,7.8,7.5
2004-07-07,7.5,7.8
2004-07-08,7.725,8.14
2004-07-09,12.162,8.53
2004-07-10,13.392,9.2
2004-07-11,16.238,9.73
2004-07-12,14.971,10.04
2004-07-13,15.888,10.03
2004-07-14,12.054,9.96
2004-07-15,15.737,10.07
2004-07-16,14.346,10.56
2004-07-17,11.688,10.94
2004-07-18,13.642,11.42
2004-07-19,16.604,12.3
2004-07-20,12.5,12.66
2004-07-21,16.675,12.54
2004-07-22,16.521,12.22
2004-07-23,12.187,12.1
2004-07-24,13.367,12.3
2004-07-25,15.533,12.67
2004-07-26,17.171,13.18
2004-07-27,16.692,13.63
2004-07-28,19.158,13.89
2004-07-29,18.854,14.05
2004-07-30,17.162,14.19
2004-07-31,14.004,14.54
2004-08-01,17.592,14.94
2004-08-02,19.121,15.23
2004-08-03,17.192,15.37
2004-08-04,15.446,15.38
2004-08-05,14.625,15.3
2004-08-06,15.462,15.37
2004-08-07,17.617,15.53
2004-08-08,17.542,15.53
2004-08-09,16.896,15.24
2004-08-10,12.562,14.7
2004-08-11,8.95,14.09
2004-08-12,10.921,13.74
2004-08-13,12.088,13.72
2004-08-14,14.092,13.77
2004-08-15,16.583,13.67
2004-08-16,17.071,13.37
2004-08-17,15.617,12.86
2004-08-18,16.967,12.1
2004-08-19,11.121,11.39
2004-08-20,11.254,11.12
2004-08-21,12.038,11.1
2004-08-22,13.1,11.11
2004-08-23,9.708,11.07
2004-08-24,11.796,11.22
2004-08-25,16.048,11.53
2004-08-26,18.054,11.88
2004-08-27,18.075,12.05
2004-08-28,11.25,11.97
2004-08-29,10.438,11.93
2004-08-30,12.196,12.05
2004-08-31,13.133,12.19
2004-09-01,10.958,12.62
2004-09-02,15.017,13.33
2004-09-03,21.188,13.92
2004-09-04,20.267,13.89
2004-09-05,18.354,13.37
2004-09-06,18.196,12.85
2004-09-07,15.104,12.6
2004-09-08,12.175,12.61
2004-09-09,12.054,12.64
2004-09-10,14.904,12.77
2004-09-11,17.017,12.79
2004-09-12,12.346,12.79
2004-09-13,16.083,12.81
2004-09-14,19.275,12.44
2004-09-15,17.2,11.86
2004-09-16,14.312,11.46
2004-09-17,10.321,11.38
2004-09-18,13.754,11.67
2004-09-19,15.154,11.96
2004-09-20,16.696,12.12
2004-09-21,16.842,12.22
2004-09-22,13.992,12.27
2004-09-23,16.146,12.24
2004-09-24,16.109,12.1
2004-09-25,13.692,12.05
2004-09-26,15.933,12.14
2004-09-27,15.717,12.18
2004-09-28,10.862,12.11
2004-09-29,12.171,12.08
2004-09-30,13.133,12.0
2004-10-01,14.208,11.77
2004-10-02,7.3,11.41
2004-10-03,11.475,11.16
2004-10-04,5.429,10.83
2004-10-05,7.983,10.56
2004-10-06,13.412,10.46
2004-10-07,15.637,10.39
2004-10-08,13.783,10.23
2004-10-09,10.05,10.09
2004-10-10,9.604,10.11
2004-10-11,10.037,10.12
2004-10-12,11.171,10.09
2004-10-13,9.954,10.04
2004-10-14,5.313,9.95
2004-10-15,5.962,9.81
2004-10-16,3.467,9.54
2004-10-17,2.013,9.22
2004-10-18,2.4,8.96
2004-10-19,4.508,8.77
2004-10-20,7.45,8.58
2004-10-21,8.35,8.47
2004-10-22,9.05,8.48
2004-10-23,9.95,8.48
2004-10-24,9.933,8.44
2004-10-25,9.096,8.44
2004-10-26,6.817,8.43
2004-10-27,6.879,8.42
2004-10-28,8.229,8.39
2004-10-29,9.854,8.36
2004-10-30,12.258,8.33
2004-10-31,3.771,8.28
2004-11-01,3.842,8.24
2004-11-02,4.691,8.21
2004-11-03,6.15,8.24
2004-11-04,6.454,8.22
2004-11-05,5.142,8.08
2004-11-06,7.925,7.96
2004-11-07,4.629,7.75
2004-11-08,-0.113,7.52
2004-11-09,0.862,7.32
2004-11-10,7.142,7.17
2004-11-11,0.787,7.08
2004-11-12,2.142,7.07
2004-11-13,4.329,7.1
2004-11-14,6.15,7.09
2004-11-15,6.75,7.06
2004-11-16,6.287,7.0
2004-11-17,7.642,6.94
2004-11-18,6.704,6.85
2004-11-19,5.95,6.78
2004-11-20,5.829,6.72
2004-11-21,3.437,6.64
2004-11-22,4.087,6.56
2004-11-23,3.975,6.48
2004-11-24,-0.525,6.34
2004-11-25,-2.642,6.2
2004-11-26,-1.542,6.1
2004-11-27,2.638,6.03
2004-11-28,0.575,5.96
2004-11-29,-0.004,5.87
2004-11-30,2.325,5.84
2004-12-01,0.825,5.8
2004-12-02,-5.379,5.64
2004-12-03,-4.683,5.54
2004-12-04,1.867,5.5
2004-12-05,-6.337,5.44
2004-12-06,-1.9,5.37
2004-12-07,1.121,5.29
2004-12-08,1.979,5.2
2004-12-09,2.933,5.11
2004-12-10,1.708,4.99
2004-12-11,-1.854,4.86
2004-12-12,-0.354,4.8
2004-12-13,-4.8,4.73
2004-12-14,-5.446,4.67
2004-12-15,-0.783,4.64
2004-12-16,-0.938,4.63
2004-12-17,-6.708,4.61
2004-12-18,-4.208,4.59
2004-12-19,-14.387,4.56
2004-12-20,-8.729,4.53
2004-12-21,-3.887,4.49
2004-12-22,-9.612,4.3
2004-12-23,-11.396,4.22
2004-12-24,-13.017,4.18
2004-12-25,-11.479,4.1
2004-12-26,-7.258,3.93
2004-12-27,-5.279,3.51
2004-12-28,-2.167,3.19
2004-12-29,-2.154,3.11
2004-12-30,-0.963,3.09
2004-12-31,2.562,3.08
2005-01-01,-7.342,3.07
2005-01-02,-2.162,3.06
2005-01-03,-6.812,3.04
2005-01-04,-7.125,3.02
2005-01-05,-9.5,2.99
2005-01-06,-7.029,2.99
2005-01-07,-5.021,3.0
2005-01-08,-4.708,3.0
2005-01-09,-3.991,3.0
2005-01-10,-6.221,2.98
2005-01-11,-5.15,2.95
2005-01-12,-0.517,2.92
2005-01-13,-2.267,2.88
2005-01-14,-15.262,2.82
2005-01-15,-15.333,2.77
2005-01-16,-15.088,2.74
2005-01-17,-16.446,2.6
2005-01-18,-12.283,2.12
2005-01-19,-7.854,1.96
2005-01-20,-9.129,1.92
2005-01-21,-9.604,1.88
2005-01-22,-9.037,1.83
2005-01-23,-9.071,1.79
2005-01-24,-3.875,1.77
2005-01-25,-4.5,1.86
2005-01-26,-9.708,1.83
2005-01-27,-9.346,1.84
2005-01-28,-4.612,1.86
2005-01-29,-1.742,1.93
2005-01-30,-1.833,2.0
2005-01-31,-0.117,2.04
2005-02-01,0.667,2.07
2005-02-02,1.33,2.11
2005-02-03,2.388,2.16
2005-02-04,2.154,2.16
2005-02-05,2.021,2.17
2005-02-06,4.071,2.16
2005-02-07,-3.492,2.1
2005-02-08,-7.867,2.02
2005-02-09,-6.717,1.93
2005-02-10,-3.967,1.85
2005-02-11,-1.079,1.84
2005-02-12,0.054,1.84
2005-02-13,-2.883,1.83
2005-02-14,-1.679,1.8
2005-02-15,-1.033,1.77
2005-02-16,-3.562,1.65
2005-02-17,-10.171,1.56
2005-02-18,-10.479,1.48
2005-02-19,-8.933,1.42
2005-02-20,-7.267,1.4
2005-02-21,-3.013,1.31
2005-02-22,-5.354,1.27
2005-02-23,-5.225,1.11
2005-02-24,-4.708,1.07
2005-02-25,-5.008,1.05
2005-02-26,-7.767,1.02
2005-02-27,-5.542,1.0
2005-02-28,-3.771,0.99
2005-03-01,-7.383,0.98
2005-03-02,-8.05,0.98
2005-03-03,-5.043,0.99
2005-03-04,-1.817,0.99
2005-03-05,-0.375,0.98
2005-03-06,-0.283,0.97
2005-03-07,-6.396,0.94
2005-03-08,-10.037,0.92
2005-03-09,-8.788,0.92
2005-03-10,-4.371,0.92
2005-03-11,-3.308,0.91
2005-03-12,-9.054,0.91
2005-03-13,-7.392,0.91
2005-03-14,-4.054,0.91
2005-03-15,-3.3,0.9
2005-03-16,-1.808,0.94
2005-03-17,-4.079,0.98
2005-03-18,-4.45,1.0
2005-03-19,-2.046,1.12
2005-03-20,-1.329,1.16
2005-03-21,-1.071,1.18
2005-03-22,-0.7,1.22
2005-03-23,-0.667,1.26
2005-03-24,0.675,1.28
2005-03-25,-2.408,1.28
2005-03-26,-0.467,1.32
2005-03-27,2.217,1.39
2005-03-28,4.346,1.46
2005-03-29,3.871,1.53
2005-03-30,6.158,1.58
2005-03-31,3.333,1.61
2005-04-01,3.146,1.64
2005-04-02,2.304,1.73
2005-04-03,2.65,1.78
2005-04-04,4.629,1.78
2005-04-05,4.737,1.82
2005-04-06,3.229,1.93
2005-04-07,3.292,2.01
2005-04-08,5.8,1.99
2005-04-09,6.325,1.95
2005-04-10,5.883,1.97
2005-04-11,4.367,2.06
2005-04-12,3.679,2.14
2005-04-13,4.725,2.22
2005-04-14,3.742,2.31
2005-04-15,4.129,2.35
2005-04-16,8.046,2.41
2005-04-17,6.883,2.52
2005-04-18,9.504,2.68
2005-04-19,13.875,2.66
2005-04-20,3.179,2.49
2005-04-21,2.325,2.44
2005-04-22,2.542,2.42
2005-04-23,-0.354,2.4
2005-04-24,0.971,2.43
2005-04-25,2.554,2.44
2005-04-26,1.446,2.49
2005-04-27,1.183,2.58
2005-04-28,1.954,2.64
2005-04-29,3.037,2.61
2005-04-30,2.888,2.63
2005-05-01,2.65,2.66
2005-05-02,0.9,2.68
2005-05-03,2.275,2.67
2005-05-04,5.883,2.7
2005-05-05,8.417,2.73
2005-05-06,8.779,2.88
2005-05-07,5.375,2.94
2005-05-08,8.646,2.93
2005-05-09,14.191,2.95
2005-05-10,10.879,2.94
2005-05-11,2.621,2.88
2005-05-12,1.254,2.88
2005-05-13,3.058,2.96
2005-05-14,3.646,3.14
2005-05-15,2.958,3.25
2005-05-16,3.658,3.28
2005-05-17,3.678,3.35
2005-05-18,6.612,3.44
2005-05-19,9.638,3.49
2005-05-20,9.537,3.52
2005-05-21,10.933,3.63
2005-05-22,10.688,3.84
2005-05-23,8.221,3.99
2005-05-24,9.037,4.03
2005-05-25,12.008,4.07
2005-05-26,11.796,4.13
2005-05-27,8.333,4.22
2005-05-28,6.737,4.31
2005-05-29,7.346,4.46
2005-05-30,6.612,4.67
2005-05-31,9.554,4.8
2005-06-01,12.379,4.89
2005-06-02,14.558,5.06
2005-06-03,16.196,5.27
2005-06-04,15.746,5.37
2005-06-05,16.258,5.35
2005-06-06,13.346,5.19
2005-06-07,10.867,5.15
2005-06-08,6.137,5.56
2005-06-09,7.967,6.04
2005-06-10,11.529,6.5
2005-06-11,15.879,6.75
2005-06-12,17.446,6.65
2005-06-13,13.958,6.53
2005-06-14,10.742,6.49
2005-06-15,8.167,6.29
2005-06-16,9.029,6.25
2005-06-17,9.354,6.39
2005-06-18,11.55,6.52
2005-06-19,14.979,6.79
2005-06-20,18.271,7.22
2005-06-21,15.925,7.41
2005-06-22,16.225,7.7
2005-06-23,16.438,8.34
2005-06-24,21.7,8.75
2005-06-25,16.104,8.54
2005-06-26,13.092,8.65
2005-06-27,20.225,9.15
2005-06-28,16.588,9.29
2005-06-29,9.258,9.05
2005-06-30,15.158,8.8
2005-07-01,12.396,8.4
2005-07-02,15.121,8.47
2005-07-03,15.388,9.05
2005-07-04,16.346,9.63
2005-07-05,8.379,9.87
2005-07-06,9.696,10.25
2005-07-07,13.979,11.15
2005-07-08,18.008,12.28
2005-07-09,20.821,13.81
2005-07-10,22.27,15.1
2005-07-11,22.9,16.09
2005-07-12,21.771,16.92
2005-07-13,19.783,17.19
2005-07-14,16.052,16.87
2005-07-15,18.042,17.09
2005-07-16,21.429,17.82
2005-07-17,22.871,17.95
2005-07-18,21.962,17.05
2005-07-19,14.496,15.83
2005-07-20,17.967,15.36
2005-07-21,17.283,15.13
2005-07-22,16.6,15.22
2005-07-23,18.387,15.38
2005-07-24,19.629,15.44
2005-07-25,20.721,15.41
2005-07-26,15.825,15.27
2005-07-27,14.562,15.14
2005-07-28,16.108,15.18
2005-07-29,14.917,15.31
2005-07-30,15.275,15.8
2005-07-31,18.55,16.62
2005-08-01,17.762,17.46
2005-08-02,21.083,17.71
2005-08-03,24.129,17.48
2005-08-04,21.125,17.08
2005-08-05,18.675,16.93
2005-08-06,19.892,17.21
2005-08-07,21.55,17.7
2005-08-08,22.158,17.94
2005-08-09,22.475,17.89
2005-08-10,18.221,17.8
2005-08-11,18.542,17.79
2005-08-12,19.192,17.77
2005-08-13,18.479,17.72
2005-08-14,17.45,17.68
2005-08-15,18.654,17.69
2005-08-16,18.875,17.7
2005-08-17,17.45,17.64
2005-08-18,17.833,17.61
2005-08-19,18.775,17.67
2005-08-20,19.233,17.63
2005-08-21,16.667,17.37
2005-08-22,14.23,17.02
2005-08-23,16.4,17.05
2005-08-24,16.992,17.2
2005-08-25,17.975,17.38
2005-08-26,18.829,17.45
2005-08-27,18.854,17.52
2005-08-28,18.346,17.47
2005-08-29,17.717,17.36
2005-08-30,16.522,17.31
2005-08-31,17.233,17.32
2005-09-01,18.137,17.2
2005-09-02,17.125,16.86
2005-09-03,16.017,16.59
2005-09-04,15.367,16.61
2005-09-05,18.55,16.7
2005-09-06,20.525,16.8
2005-09-07,18.975,16.82
2005-09-08,17.462,16.91
2005-09-09,17.225,17.0
2005-09-10,18.954,17.14
2005-09-11,22.525,17.32
2005-09-12,23.85,17.29
2005-09-13,19.262,17.18
2005-09-14,16.738,17.12
2005-09-15,16.417,17.1
2005-09-16,17.592,17.1
2005-09-17,18.7,17.12
2005-09-18,18.725,17.1
2005-09-19,16.025,16.98
2005-09-20,15.758,16.88
2005-09-21,18.883,16.84
2005-09-22,16.954,16.72
2005-09-23,12.292,16.58
2005-09-24,14.675,16.45
2005-09-25,15.275,16.22
2005-09-26,14.108,16.01
2005-09-27,16.421,15.92
2005-09-28,15.35,15.79
2005-09-29,9.483,15.49
2005-09-30,14.113,15.2
2005-10-01,17.417,14.96
2005-10-02,17.396,14.89
2005-10-03,19.325,14.67
2005-10-04,16.692,14.2
2005-10-05,13.246,13.65
2005-10-06,11.15,13.08
2005-10-07,4.246,12.58
2005-10-08,5.546,12.34
2005-10-09,9.208,12.3
2005-10-10,10.535,12.34
2005-10-11,11.767,12.34
2005-10-12,13.117,12.27
2005-10-13,13.529,12.14
2005-10-14,13.5,12.04
2005-10-15,11.713,11.92
2005-10-16,7.933,11.76
2005-10-17,9.742,11.58
2005-10-18,8.571,11.39
2005-10-19,6.896,11.21
2005-10-20,5.592,10.95
2005-10-21,5.775,10.75
2005-10-22,8.063,10.67
2005-10-23,6.946,10.56
2005-10-24,6.654,10.43
2005-10-25,5.592,10.36
2005-10-26,5.058,10.32
2005-10-27,6.158,10.29
2005-10-28,7.967,10.34
2005-10-29,10.821,10.3
2005-10-30,12.029,10.19
2005-10-31,9.767,10.05
2005-11-01,7.037,9.85
2005-11-02,8.096,9.68
2005-11-03,8.483,9.58
2005-11-04,5.246,9.5
2005-11-05,3.971,9.29
2005-11-06,3.233,9.01
2005-11-07,5.767,8.74
2005-11-08,6.992,8.4
2005-11-09,6.538,8.02
2005-11-10,1.779,7.69
2005-11-11,4.804,7.61
2005-11-12,7.133,7.65
2005-11-13,7.121,7.58
2005-11-14,1.579,7.5
2005-11-15,3.338,7.42
2005-11-16,-0.537,7.31
2005-11-17,-6.842,7.14
2005-11-18,-4.417,6.88
2005-11-19,1.942,6.7
2005-11-20,2.196,6.53
2005-11-21,3.542,6.41
2005-11-22,-5.625,5.95
2005-11-23,-1.679,5.76
2005-11-24,-9.471,5.64
2005-11-25,-5.183,5.51
2005-11-26,-3.675,5.4
2005-11-27,1.638,5.35
2005-11-28,4.921,5.33
2005-11-29,5.087,5.24
2005-11-30,-4.121,5.2
2005-12-01,-3.804,5.14
2005-12-02,-5.637,4.98
2005-12-03,-6.988,4.81
2005-12-04,-7.104,4.73
2005-12-05,-8.029,4.68
2005-12-06,-8.037,4.63
2005-12-07,-5.229,4.56
2005-12-08,-3.892,4.51
2005-12-09,-3.083,4.43
2005-12-10,-1.846,4.39
2005-12-11,-7.475,4.33
2005-12-12,-6.829,4.31
2005-12-13,-3.379,4.27
2005-12-14,-0.958,4.24
2005-12-15,-0.262,4.22
2005-12-16,-0.913,4.19
2005-12-17,-3.579,4.16
2005-12-18,-5.675,4.15
2005-12-19,-4.829,4.15
2005-12-20,-3.996,4.15
2005-12-21,-4.079,4.13
2005-12-22,-1.021,4.11
2005-12-23,1.45,4.08
2005-12-24,0.104,4.05
2005-12-25,0.354,4.04
2005-12-26,-0.562,4.03
2005-12-27,1.167,4.01
2005-12-28,1.592,4.0
2005-12-29,-2.771,3.98
2005-12-30,-3.571,3.91
2005-12-31,-1.708,3.63
2006-01-01,0.067,3.56
2006-01-02,-0.175,3.51
2006-01-03,0.7,3.5
2006-01-04,1.508,3.47
2006-01-05,-2.125,3.44
2006-01-06,-5.017,3.42
2006-01-07,-0.579,3.41
2006-01-08,-1.775,3.41
2006-01-09,-0.73,3.41
2006-01-10,-1.717,3.41
2006-01-11,0.413,3.39
2006-01-12,2.85,3.35
2006-01-13,1.267,3.34
2006-01-14,-3.979,3.32
2006-01-15,-3.342,3.31
2006-01-16,-3.317,3.29
2006-01-17,-1.596,3.25
2006-01-18,-3.426,3.27
2006-01-19,-4.913,3.21
2006-01-20,-1.396,3.17
2006-01-21,-3.829,3.13
2006-01-22,-0.442,3.14
2006-01-23,-1.775,3.18
2006-01-24,0.017,3.2
2006-01-25,-4.571,3.21
2006-01-26,-1.921,3.24
2006-01-27,3.438,3.32
2006-01-28,2.671,3.3
2006-01-29,0.238,3.23
2006-01-30,-4.362,3.12
2006-01-31,-3.546,3.03
2006-02-01,0.129,2.99
2006-02-02,0.325,2.96
2006-02-03,1.258,2.93
2006-02-04,-3.546,2.88
2006-02-05,-5.837,2.8
2006-02-06,-5.925,2.69
2006-02-07,-5.612,2.6
2006-02-08,-6.142,2.58
2006-02-09,-5.604,2.57
2006-02-10,-3.265,2.56
2006-02-11,-2.212,2.52
2006-02-12,-4.717,2.5
2006-02-13,-5.15,2.44
2006-02-14,-2.729,2.4
2006-02-15,-6.458,2.37
2006-02-16,-8.158,2.32
2006-02-17,-10.262,2.21
2006-02-18,-14.792,2.12
2006-02-19,-8.342,1.95
2006-02-20,-5.208,1.86
2006-02-21,-5.675,1.69
2006-02-22,-3.542,1.64
2006-02-23,-3.704,1.64
2006-02-24,-5.4,1.61
2006-02-25,-6.108,1.57
2006-02-26,-8.2,1.54
2006-02-27,-7.725,1.52
2006-02-28,-8.65,1.5
2006-03-01,-5.529,1.49
2006-03-02,-4.613,1.51
2006-03-03,-5.2,1.53
2006-03-04,-3.917,1.55
2006-03-05,-2.004,1.54
2006-03-06,0.079,1.55
2006-03-07,0.175,1.59
2006-03-08,1.442,1.67
2006-03-09,1.729,1.72
2006-03-10,1.542,1.75
2006-03-11,3.021,1.79
2006-03-12,4.013,1.82
2006-03-13,1.25,1.82
2006-03-14,-3.804,1.76
2006-03-15,-2.875,1.74
2006-03-16,-3.287,1.76
2006-03-17,-4.742,1.77
2006-03-18,-4.142,1.8
2006-03-19,-2.054,1.87
2006-03-20,-2.912,1.89
2006-03-21,-4.067,1.9
2006-03-22,-1.1,1.94
2006-03-23,-0.842,2.01
2006-03-24,0.246,2.06
2006-03-25,0.75,2.1
2006-03-26,1.283,2.13
2006-03-27,2.387,2.18
2006-03-28,3.083,2.16
2006-03-29,4.425,2.15
2006-03-30,4.979,2.19
2006-03-31,6.904,2.28
2006-04-01,1.246,2.32
2006-04-02,1.471,2.33
2006-04-03,1.654,2.34
2006-04-04,-0.65,2.32
2006-04-05,2.971,2.32
2006-04-06,5.963,2.34
2006-04-07,0.262,2.36
2006-04-08,-0.254,2.42
2006-04-09,3.075,2.5
2006-04-10,5.552,2.61
2006-04-11,7.254,2.78
2006-04-12,8.363,2.83
2006-04-13,7.596,2.73
2006-04-14,7.617,2.55
2006-04-15,4.946,2.62
2006-04-16,2.913,2.84
2006-04-17,4.45,3.07
2006-04-18,5.37,3.24
2006-04-19,8.1,3.29
2006-04-20,9.537,3.27
2006-04-21,10.091,3.24
2006-04-22,6.175,3.16
2006-04-23,4.225,3.08
2006-04-24,5.1,3.04
2006-04-25,2.517,3.1
2006-04-26,5.708,3.2
2006-04-27,2.646,3.23
2006-04-28,2.05,3.29
2006-04-29,5.825,3.32
2006-04-30,6.637,3.32
2006-05-01,8.854,3.37
2006-05-02,10.109,3.46
2006-05-03,10.337,3.53
2006-05-04,7.492,3.45
2006-05-05,2.596,3.29
2006-05-06,3.454,3.24
2006-05-07,4.104,3.42
2006-05-08,8.825,3.49
2006-05-09,10.6,3.52
2006-05-10,8.321,3.61
2006-05-11,2.475,3.69
2006-05-12,3.346,3.78
2006-05-13,5.742,3.88
2006-05-14,7.738,3.99
2006-05-15,7.721,4.06
2006-05-16,8.229,4.18
2006-05-17,8.479,4.16
2006-05-18,4.925,4.04
2006-05-19,5.583,4.01
2006-05-20,8.158,4.01
2006-05-21,2.996,4.05
2006-05-22,4.279,4.14
2006-05-23,9.992,4.45
2006-05-24,13.243,4.93
2006-05-25,10.774,5.68
2006-05-26,7.404,6.02
2006-05-27,8.567,6.17
2006-05-28,16.517,6.95
2006-05-29,19.642,7.97
2006-05-30,17.617,7.87
2006-05-31,13.838,7.19
2006-06-01,13.192,7.05
2006-06-02,10.717,7.15
2006-06-03,8.271,7.22
2006-06-04,12.992,7.3
2006-06-05,15.242,7.4
2006-06-06,16.379,7.4
2006-06-07,11.067,7.27
2006-06-08,8.204,7.16
2006-06-09,6.888,7.01
2006-06-10,7.304,6.89
2006-06-11,8.229,7.01
2006-06-12,9.033,7.36
2006-06-13,10.396,7.62
2006-06-14,10.262,7.88
2006-06-15,13.646,8.03
2006-06-16,19.15,8.37
2006-06-17,22.075,8.8
2006-06-18,19.396,8.98
2006-06-19,15.433,9.18
2006-06-20,14.429,9.42
2006-06-21,16.204,9.79
2006-06-22,12.892,9.75
2006-06-23,13.942,9.89
2006-06-24,14.8,10.84
2006-06-25,11.788,11.62
2006-06-26,14.842,11.96
2006-06-27,13.562,12.22
2006-06-28,12.179,12.54
2006-06-29,16.196,12.8
2006-06-30,16.729,13.21
2006-07-01,18.704,13.07
2006-07-02,16.975,12.76
2006-07-03,19.375,12.7
2006-07-04,14.45,12.59
2006-07-05,14.35,12.75
2006-07-06,17.892,13.11
2006-07-07,21.15,13.46
2006-07-08,20.404,13.75
2006-07-09,16.025,13.97
2006-07-10,9.55,14.09
2006-07-11,12.496,14.89
2006-07-12,15.779,15.96
2006-07-13,21.208,16.71
2006-07-14,20.658,16.89
2006-07-15,22.567,16.98
2006-07-16,23.717,17.1
2006-07-17,21.046,16.86
2006-07-18,18.304,16.72
2006-07-19,19.371,16.84
2006-07-20,20.229,16.93
2006-07-21,15.675,17.16
2006-07-22,15.996,17.33
2006-07-23,16.517,17.52
2006-07-24,18.065,17.78
2006-07-25,20.979,18.02
2006-07-26,19.762,18.35
2006-07-27,20.371,18.67
2006-07-28,22.667,18.94
2006-07-29,17.771,18.68
2006-07-30,16.883,18.55
2006-07-31,21.592,18.86
2006-08-01,23.254,19.08
2006-08-02,19.721,19.12
2006-08-03,20.542,19.13
2006-08-04,19.963,19.09
2006-08-05,20.567,18.93
2006-08-06,21.517,18.64
2006-08-07,19.183,18.45
2006-08-08,19.108,18.46
2006-08-09,19.943,18.41
2006-08-10,16.996,18.02
2006-08-11,14.85,17.66
2006-08-12,16.396,17.55
2006-08-13,19.021,17.44
2006-08-14,19.696,17.2
2006-08-15,17.742,17.04
2006-08-16,18.725,17.12
2006-08-17,19.426,17.43
2006-08-18,19.146,17.63
2006-08-19,16.946,17.67
2006-08-20,16.738,17.75
2006-08-21,19.574,17.88
2006-08-22,17.746,17.93
2006-08-23,17.004,17.93
2006-08-24,16.271,17.83
2006-08-25,16.146,17.76
2006-08-26,17.025,17.74
2006-08-27,17.308,17.77
2006-08-28,18.9,17.66
2006-08-29,16.788,17.39
2006-08-30,15.271,17.31
2006-08-31,16.262,17.32
2006-09-01,16.904,17.29
2006-09-02,17.583,17.36
2006-09-03,17.621,17.54
